№,Регион,Город,Улица,Дом,lat,lon,qc_geo,full_address
164,Алтайский край,Барнаул,улица Анатолия,222,53.326358,83.760202,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 222"
165,Алтайский край,Барнаул,улица Анатолия,224,53.325869,83.758983,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 224"
166,Алтайский край,Барнаул,улица Анатолия,224а,53.326454,83.75923,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 224а"
167,Алтайский край,Барнаул,улица Анатолия,304а,53.320786,83.747437,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 304а"
168,Алтайский край,Барнаул,улица Анатолия,315,53.321353,83.750792,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 315"
169,Алтайский край,Барнаул,улица Анатолия,319а,53.320675,83.75007,0,"656008, Алтайский край, г Барнаул, Центральный р-н, ул Анатолия, д 319а"
170,Алтайский край,Барнаул,улица Антона Петрова,63,53.348247,83.738903,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 63"
171,Алтайский край,Барнаул,улица Антона Петрова,65,53.348387,83.736953,0,"656039, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 65"
172,Алтайский край,Барнаул,улица Антона Петрова,67,53.349107,83.737645,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 67"
173,Алтайский край,Барнаул,улица Антона Петрова,69,53.349306,83.736181,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 69"
174,Алтайский край,Барнаул,улица Антона Петрова,69б,53.348875,83.73668,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 69б"
175,Алтайский край,Барнаул,улица Антона Петрова,106а,53.353154,83.729659,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 106а"
176,Алтайский край,Барнаул,улица Антона Петрова,106,53.35209,83.72894,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 106"
177,Алтайский край,Барнаул,улица Антона Петрова,107,53.350908,83.730719,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 107"
178,Алтайский край,Барнаул,улица Антона Петрова,108,53.352417,83.72778,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 108"
179,Алтайский край,Барнаул,улица Антона Петрова,108а,53.353268,83.72897,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 108а"
180,Алтайский край,Барнаул,улица Антона Петрова,110а,53.353342,83.728285,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 110а"
181,Алтайский край,Барнаул,улица Антона Петрова,110,53.352978,83.72728,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 110"
182,Алтайский край,Барнаул,улица Антона Петрова,114,53.353622,83.72514,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 114"
183,Алтайский край,Барнаул,улица Антона Петрова,116,53.353428,83.724134,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 116"
184,Алтайский край,Барнаул,улица Антона Петрова,118,53.353767,83.72294,0,"656052, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 118"
185,Алтайский край,Барнаул,улица Антона Петрова,120,53.354393,83.72051,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 120"
186,Алтайский край,Барнаул,улица Антона Петрова,124,53.35474,83.719274,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 124"
187,Алтайский край,Барнаул,улица Антона Петрова,126,53.355294,83.718886,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 126"
188,Алтайский край,Барнаул,улица Антона Петрова,128,53.356046,83.719454,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 128"
189,Алтайский край,Барнаул,улица Антона Петрова,128а,53.356798,83.719481,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 128а"
190,Алтайский край,Барнаул,улица Антона Петрова,130а,53.357094,83.71838,0,"656050, Алтайский край, г Барнаул, Железнодорожный р-н, ул Антона Петрова, д 130а"
